year;areakm;municipality;geocode_ibge;state
2021;0;Angico;1701051;Tocantins
2022;0,08424374385876088;Angico;1701051;Tocantins
2023;0;Angico;1701051;Tocantins
2007;0;Aparecida do Rio Negro;1701101;Tocantins
2008;0;Aparecida do Rio Negro;1701101;Tocantins
2009;0;Aparecida do Rio Negro;1701101;Tocantins
2010;0;Aparecida do Rio Negro;1701101;Tocantins
2011;0;Aparecida do Rio Negro;1701101;Tocantins
2012;0;Aparecida do Rio Negro;1701101;Tocantins
2013;0;Aparecida do Rio Negro;1701101;Tocantins
2014;0;Aparecida do Rio Negro;1701101;Tocantins
2015;0;Aparecida do Rio Negro;1701101;Tocantins
2016;0;Aparecida do Rio Negro;1701101;Tocantins
2017;0;Aparecida do Rio Negro;1701101;Tocantins
2018;0;Aparecida do Rio Negro;1701101;Tocantins
2019;0;Aparecida do Rio Negro;1701101;Tocantins
2020;0;Aparecida do Rio Negro;1701101;Tocantins
2021;0;Aparecida do Rio Negro;1701101;Tocantins
2022;0;Aparecida do Rio Negro;1701101;Tocantins
2023;0;Aparecida do Rio Negro;1701101;Tocantins
2007;976,7753759745206;Aragominas;1701309;Tocantins
2008;10,753512923726921;Aragominas;1701309;Tocantins
2009;3,4842665372258947;Aragominas;1701309;Tocantins
2010;5,5748311400381505;Aragominas;1701309;Tocantins
2011;2,567787859546076;Aragominas;1701309;Tocantins
2012;1,84035263473937;Aragominas;1701309;Tocantins
2013;3,2004384870701057;Aragominas;1701309;Tocantins
2014;1,3313890351039999;Aragominas;1701309;Tocantins
2015;1,7548917368481047;Aragominas;1701309;Tocantins
2016;1,3181813940479001;Aragominas;1701309;Tocantins
2017;1,8554523682595458;Aragominas;1701309;Tocantins
2018;0,9542814169257654;Aragominas;1701309;Tocantins
2019;0,2946363894490059;Aragominas;1701309;Tocantins
2020;1,597692567527121;Aragominas;1701309;Tocantins
2021;0,9366404216693841;Aragominas;1701309;Tocantins
2022;1,7132952863747763;Aragominas;1701309;Tocantins
2023;0;Aragominas;1701309;Tocantins
2007;46,8239879718519;Araguacema;1701903;Tocantins
2008;1,2303401067253563;Araguacema;1701903;Tocantins
2009;1,8441750539676183;Araguacema;1701903;Tocantins
2010;3,144014577526191;Araguacema;1701903;Tocantins
2011;0,6334644076440026;Araguacema;1701903;Tocantins
2012;0,3782135753328436;Araguacema;1701903;Tocantins
2013;1,409577631276699;Araguacema;1701903;Tocantins
2014;0,22095078974153126;Araguacema;1701903;Tocantins
2015;4,503008648405378;Araguacema;1701903;Tocantins
2016;4,103390401677057;Araguacema;1701903;Tocantins
2017;0,2090180858224486;Araguacema;1701903;Tocantins
2018;0,39218319533538704;Araguacema;1701903;Tocantins
2019;0,06834888222620493;Araguacema;1701903;Tocantins
2020;0,2731786384836624;Araguacema;1701903;Tocantins
2021;0,33004299006453747;Araguacema;1701903;Tocantins
2022;1,1154997898222363;Araguacema;1701903;Tocantins
2023;0,8971354518750596;Araguacema;1701903;Tocantins
2007;744,5961372794246;Araguanã;1702158;Tocantins
2008;0,5849649255006938;Araguanã;1702158;Tocantins
2009;0,20085653208604592;Araguanã;1702158;Tocantins
2010;0,33063348068867765;Araguanã;1702158;Tocantins
2011;0,24088128475255238;Araguanã;1702158;Tocantins
2012;0,5475823333615683;Araguanã;1702158;Tocantins
2013;0;Araguanã;1702158;Tocantins
2014;0,1955278414014487;Araguanã;1702158;Tocantins
2015;0;Araguanã;1702158;Tocantins
2016;0;Araguanã;1702158;Tocantins
2017;0;Araguanã;1702158;Tocantins
2018;0,24627881108099897;Araguanã;1702158;Tocantins
2019;0,12774044588323324;Araguanã;1702158;Tocantins
2020;0,23795892364156762;Araguanã;1702158;Tocantins
2021;0;Araguanã;1702158;Tocantins
2022;0,41387790363649674;Araguanã;1702158;Tocantins
2023;0;Araguanã;1702158;Tocantins
2007;1785,7926659558536;Araguatins;1702208;Tocantins
2008;14,77958473208224;Araguatins;1702208;Tocantins
2009;5,289103728781909;Araguatins;1702208;Tocantins
2010;9,430873142895168;Araguatins;1702208;Tocantins
2011;2,652568560800973;Araguatins;1702208;Tocantins
2012;1,781820942435358;Araguatins;1702208;Tocantins
2013;1,8029013544257553;Araguatins;1702208;Tocantins
2014;3,957929768696939;Araguatins;1702208;Tocantins
2015;3,6446205629527415;Araguatins;1702208;Tocantins
2016;2,717629519701723;Araguatins;1702208;Tocantins
2017;3,2365332672531584;Araguatins;1702208;Tocantins
2018;2,6271145021166826;Araguatins;1702208;Tocantins
2019;2,2348896241704037;Araguatins;1702208;Tocantins
2020;1,5406629561396763;Araguatins;1702208;Tocantins
2021;3,909055220834146;Araguatins;1702208;Tocantins
2022;3,5605019634448847;Araguatins;1702208;Tocantins
2023;4,762662000006741;Araguatins;1702208;Tocantins
2007;0,025189539179283606;Araguaçu;1702000;Tocantins
2008;0;Araguaçu;1702000;Tocantins
2009;0;Araguaçu;1702000;Tocantins
2010;0;Araguaçu;1702000;Tocantins
2011;0;Araguaçu;1702000;Tocantins
2012;0;Araguaçu;1702000;Tocantins
2013;0;Araguaçu;1702000;Tocantins
2014;0;Araguaçu;1702000;Tocantins
2015;0;Araguaçu;1702000;Tocantins
2016;0;Araguaçu;1702000;Tocantins
2017;0;Araguaçu;1702000;Tocantins
2018;0;Araguaçu;1702000;Tocantins
2019;0;Araguaçu;1702000;Tocantins
2020;0;Araguaçu;1702000;Tocantins
2021;0;Araguaçu;1702000;Tocantins
2022;0;Araguaçu;1702000;Tocantins
2023;0;Araguaçu;1702000;Tocantins
2007;2662,421246600154;Araguaína;1702109;Tocantins
2008;2,307675063420205;Araguaína;1702109;Tocantins
2009;1,89179052905712;Araguaína;1702109;Tocantins
2010;1,2106731023928967;Araguaína;1702109;Tocantins
2011;1,3904346673824826;Araguaína;1702109;Tocantins
2012;1,4521864495424817;Araguaína;1702109;Tocantins
2013;10,109489743632341;Araguaína;1702109;Tocantins
2014;0,1266368709753506;Araguaína;1702109;Tocantins
2015;2,0723144772805524;Araguaína;1702109;Tocantins
2016;1,799092996266425;Araguaína;1702109;Tocantins
2017;0,9347078109426494;Araguaína;1702109;Tocantins
2018;0,16409349364900483;Araguaína;1702109;Tocantins
2019;1,414518938730337;Araguaína;1702109;Tocantins
2020;0,3037437911054022;Araguaína;1702109;Tocantins
2021;1,2924694755353527;Araguaína;1702109;Tocantins
2022;1,7061341175013138;Araguaína;1702109;Tocantins
2023;0;Araguaína;1702109;Tocantins
2007;1461,1437410294257;Arapoema;1702307;Tocantins
2008;0;Arapoema;1702307;Tocantins
2009;0,08472094969162314;Arapoema;1702307;Tocantins
2010;0,2596387056891201;Arapoema;1702307;Tocantins
2011;0,1909034352290637;Arapoema;1702307;Tocantins
2012;0,47554492917625896;Arapoema;1702307;Tocantins
2013;0;Arapoema;1702307;Tocantins
2014;1,3102478531293391;Arapoema;1702307;Tocantins
2015;0;Arapoema;1702307;Tocantins
2016;2,084561023682697;Arapoema;1702307;Tocantins
2017;0,40787009897941223;Arapoema;1702307;Tocantins
2018;0,19054298938124073;Arapoema;1702307;Tocantins
2019;0,2860898336337747;Arapoema;1702307;Tocantins
2020;0,06979994707616631;Arapoema;1702307;Tocantins
2021;0,14578707068358776;Arapoema;1702307;Tocantins
2022;0,2722434150084116;Arapoema;1702307;Tocantins
2023;0;Arapoema;1702307;Tocantins
2007;0;Arraias;1702406;Tocantins
2008;0;Arraias;1702406;Tocantins
2009;0;Arraias;1702406;Tocantins
2010;0;Arraias;1702406;Tocantins
2011;0;Arraias;1702406;Tocantins
2012;0;Arraias;1702406;Tocantins
2013;0;Arraias;1702406;Tocantins
2014;0;Arraias;1702406;Tocantins
2015;0;Arraias;1702406;Tocantins
2016;0;Arraias;1702406;Tocantins
2017;0;Arraias;1702406;Tocantins
2018;0;Arraias;1702406;Tocantins
2019;0;Arraias;1702406;Tocantins
2020;0;Arraias;1702406;Tocantins
2021;0;Arraias;1702406;Tocantins
2022;0;Arraias;1702406;Tocantins
2023;0;Arraias;1702406;Tocantins
2007;381,04020703456916;Augustinópolis;1702554;Tocantins
2008;0,25368050456087643;Augustinópolis;1702554;Tocantins
2009;0;Augustinópolis;1702554;Tocantins
2010;0,4933834306171423;Augustinópolis;1702554;Tocantins
2011;0,07749641736077705;Augustinópolis;1702554;Tocantins
2012;0,07852004459061789;Augustinópolis;1702554;Tocantins
2013;0;Augustinópolis;1702554;Tocantins
2014;0,6020549239015992;Augustinópolis;1702554;Tocantins
2015;0,3124597552548788;Augustinópolis;1702554;Tocantins
2016;0;Augustinópolis;1702554;Tocantins
2017;0,2516190977305989;Augustinópolis;1702554;Tocantins
2018;0,04026365478451317;Augustinópolis;1702554;Tocantins
2019;0,354070687033609;Augustinópolis;1702554;Tocantins
2020;0,10398372076964299;Augustinópolis;1702554;Tocantins
2021;0,07479034358522321;Augustinópolis;1702554;Tocantins
2022;0,40210049293443495;Augustinópolis;1702554;Tocantins
2023;0,12464498707288081;Augustinópolis;1702554;Tocantins
2007;0;Aurora do Tocantins;1702703;Tocantins
2008;0;Aurora do Tocantins;1702703;Tocantins
2009;0;Aurora do Tocantins;1702703;Tocantins
2010;0;Aurora do Tocantins;1702703;Tocantins
2011;0;Aurora do Tocantins;1702703;Tocantins
2012;0;Aurora do Tocantins;1702703;Tocantins
2013;0;Aurora do Tocantins;1702703;Tocantins
2014;0;Aurora do Tocantins;1702703;Tocantins
2015;0;Aurora do Tocantins;1702703;Tocantins
2016;0;Aurora do Tocantins;1702703;Tocantins
2017;0;Aurora do Tocantins;1702703;Tocantins
2018;0;Aurora do Tocantins;1702703;Tocantins
2019;0;Aurora do Tocantins;1702703;Tocantins
2020;0;Aurora do Tocantins;1702703;Tocantins
2021;0;Aurora do Tocantins;1702703;Tocantins
2022;0;Aurora do Tocantins;1702703;Tocantins
2023;0;Aurora do Tocantins;1702703;Tocantins
2007;138,84848670644445;Axixá do Tocantins;1702901;Tocantins
2008;0,2390950291592037;Axixá do Tocantins;1702901;Tocantins
2009;0,060303727023697844;Axixá do Tocantins;1702901;Tocantins
2010;0,088372855261236;Axixá do Tocantins;1702901;Tocantins
2011;0,07027874549690369;Axixá do Tocantins;1702901;Tocantins
2012;0,06207781668475828;Axixá do Tocantins;1702901;Tocantins
2013;0;Axixá do Tocantins;1702901;Tocantins
2014;0,3563643344128673;Axixá do Tocantins;1702901;Tocantins
2015;0,06667879955641781;Axixá do Tocantins;1702901;Tocantins
2016;0;Axixá do Tocantins;1702901;Tocantins
2017;0;Axixá do Tocantins;1702901;Tocantins
2018;0,0718131171875046;Axixá do Tocantins;1702901;Tocantins
2019;0;Axixá do Tocantins;1702901;Tocantins
2020;0,06680614577553279;Axixá do Tocantins;1702901;Tocantins
2021;0;Axixá do Tocantins;1702901;Tocantins
2022;0,10521155297109598;Axixá do Tocantins;1702901;Tocantins
2023;0;Axixá do Tocantins;1702901;Tocantins
2007;2,8001493406916595;Babaçulândia;1703008;Tocantins
2008;0;Babaçulândia;1703008;Tocantins
2009;0;Babaçulândia;1703008;Tocantins
2010;0;Babaçulândia;1703008;Tocantins
2011;0;Babaçulândia;1703008;Tocantins
2012;0;Babaçulândia;1703008;Tocantins
2013;0;Babaçulândia;1703008;Tocantins
2014;0;Babaçulândia;1703008;Tocantins
2015;0;Babaçulândia;1703008;Tocantins
2016;0;Babaçulândia;1703008;Tocantins
2017;0;Babaçulândia;1703008;Tocantins
2018;0;Babaçulândia;1703008;Tocantins
2019;0;Babaçulândia;1703008;Tocantins
2020;0;Babaçulândia;1703008;Tocantins
2021;0;Babaçulândia;1703008;Tocantins
2022;0;Babaçulândia;1703008;Tocantins
2023;0;Babaçulândia;1703008;Tocantins
2007;1497,2354577867682;Bandeirantes do Tocantins;1703057;Tocantins
2008;0,6775027702634432;Bandeirantes do Tocantins;1703057;Tocantins
2009;0;Bandeirantes do Tocantins;1703057;Tocantins
2010;0,26817714652937136;Bandeirantes do Tocantins;1703057;Tocantins
2011;0,04703325551011697;Bandeirantes do Tocantins;1703057;Tocantins
2012;0;Bandeirantes do Tocantins;1703057;Tocantins
2013;0;Bandeirantes do Tocantins;1703057;Tocantins
2014;0;Bandeirantes do Tocantins;1703057;Tocantins
2015;0;Bandeirantes do Tocantins;1703057;Tocantins
2016;0;Bandeirantes do Tocantins;1703057;Tocantins
2017;0;Bandeirantes do Tocantins;1703057;Tocantins
2018;0;Bandeirantes do Tocantins;1703057;Tocantins
2019;0,21697728647785064;Bandeirantes do Tocantins;1703057;Tocantins
2020;0;Bandeirantes do Tocantins;1703057;Tocantins
2021;0;Bandeirantes do Tocantins;1703057;Tocantins
2022;0;Bandeirantes do Tocantins;1703057;Tocantins
2023;0;Bandeirantes do Tocantins;1703057;Tocantins
2007;0;Barra do Ouro;1703073;Tocantins
2008;0;Barra do Ouro;1703073;Tocantins
2009;0;Barra do Ouro;1703073;Tocantins
2010;0;Barra do Ouro;1703073;Tocantins
2011;0;Barra do Ouro;1703073;Tocantins
2012;0;Barra do Ouro;1703073;Tocantins
2013;0;Barra do Ouro;1703073;Tocantins
2014;0;Barra do Ouro;1703073;Tocantins
2015;0;Barra do Ouro;1703073;Tocantins
2016;0;Barra do Ouro;1703073;Tocantins
2017;0;Barra do Ouro;1703073;Tocantins
2018;0;Barra do Ouro;1703073;Tocantins
2019;0;Barra do Ouro;1703073;Tocantins
2020;0;Barra do Ouro;1703073;Tocantins
2021;0;Barra do Ouro;1703073;Tocantins
2022;0;Barra do Ouro;1703073;Tocantins
2023;0;Barra do Ouro;1703073;Tocantins
2007;0;Barrolândia;1703107;Tocantins
2008;0;Barrolândia;1703107;Tocantins
2009;0;Barrolândia;1703107;Tocantins
2010;0;Barrolândia;1703107;Tocantins
2011;0;Barrolândia;1703107;Tocantins
2012;0;Barrolândia;1703107;Tocantins
2013;0;Barrolândia;1703107;Tocantins
2014;0;Barrolândia;1703107;Tocantins
2015;0;Barrolândia;1703107;Tocantins
2016;0;Barrolândia;1703107;Tocantins
2017;0;Barrolândia;1703107;Tocantins
2018;0;Barrolândia;1703107;Tocantins
2019;0;Barrolândia;1703107;Tocantins
2020;0;Barrolândia;1703107;Tocantins
2021;0;Barrolândia;1703107;Tocantins
2022;0;Barrolândia;1703107;Tocantins
2023;0;Barrolândia;1703107;Tocantins
2007;889,9233523259973;Bernardo Sayão;1703206;Tocantins
2008;0,975216028306438;Bernardo Sayão;1703206;Tocantins
2009;0,3490229252256555;Bernardo Sayão;1703206;Tocantins
2010;0,08137103401912346;Bernardo Sayão;1703206;Tocantins
2011;0;Bernardo Sayão;1703206;Tocantins
2012;0;Bernardo Sayão;1703206;Tocantins
2013;0;Bernardo Sayão;1703206;Tocantins
2014;0;Bernardo Sayão;1703206;Tocantins
2015;0;Bernardo Sayão;1703206;Tocantins
2016;0,17519219706598893;Bernardo Sayão;1703206;Tocantins
2017;0;Bernardo Sayão;1703206;Tocantins
2018;0;Bernardo Sayão;1703206;Tocantins
2019;0;Bernardo Sayão;1703206;Tocantins
2020;0,18232461398024677;Bernardo Sayão;1703206;Tocantins
2021;0;Bernardo Sayão;1703206;Tocantins
2022;0,06640975822007632;Bernardo Sayão;1703206;Tocantins
2023;0,08050710132629119;Bernardo Sayão;1703206;Tocantins
2007;6,942589036390581;Bom Jesus do Tocantins;1703305;Tocantins
2008;0;Bom Jesus do Tocantins;1703305;Tocantins
2009;0;Bom Jesus do Tocantins;1703305;Tocantins
2010;0;Bom Jesus do Tocantins;1703305;Tocantins
2011;0;Bom Jesus do Tocantins;1703305;Tocantins
2012;0;Bom Jesus do Tocantins;1703305;Tocantins
2013;0;Bom Jesus do Tocantins;1703305;Tocantins
2014;0,16100633988783564;Bom Jesus do Tocantins;1703305;Tocantins
2015;0,5558758581982676;Bom Jesus do Tocantins;1703305;Tocantins
2016;0,45396353102652787;Bom Jesus do Tocantins;1703305;Tocantins
2017;0;Bom Jesus do Tocantins;1703305;Tocantins
2018;0;Bom Jesus do Tocantins;1703305;Tocantins
2019;0;Bom Jesus do Tocantins;1703305;Tocantins
2020;0;Bom Jesus do Tocantins;1703305;Tocantins
2021;0,42174178958423303;Bom Jesus do Tocantins;1703305;Tocantins
2022;0;Bom Jesus do Tocantins;1703305;Tocantins
2023;0;Bom Jesus do Tocantins;1703305;Tocantins
2007;213,95894609215765;Brasilândia do Tocantins;1703602;Tocantins
2008;0;Brasilândia do Tocantins;1703602;Tocantins
2009;0;Brasilândia do Tocantins;1703602;Tocantins
2010;0;Brasilândia do Tocantins;1703602;Tocantins
2011;0;Brasilândia do Tocantins;1703602;Tocantins
2012;0,2780033342658158;Brasilândia do Tocantins;1703602;Tocantins
2013;0,14102712268225526;Brasilândia do Tocantins;1703602;Tocantins
2014;0;Brasilândia do Tocantins;1703602;Tocantins
2015;0;Brasilândia do Tocantins;1703602;Tocantins
2016;0;Brasilândia do Tocantins;1703602;Tocantins
2017;0;Brasilândia do Tocantins;1703602;Tocantins
2018;0,1228175545053442;Brasilândia do Tocantins;1703602;Tocantins
2019;0;Brasilândia do Tocantins;1703602;Tocantins
2020;0;Brasilândia do Tocantins;1703602;Tocantins
2021;0;Brasilândia do Tocantins;1703602;Tocantins
2022;0;Brasilândia do Tocantins;1703602;Tocantins
2023;0;Brasilândia do Tocantins;1703602;Tocantins
2007;0;Brejinho de Nazaré;1703701;Tocantins
2008;0;Brejinho de Nazaré;1703701;Tocantins
2009;0;Brejinho de Nazaré;1703701;Tocantins
2010;0;Brejinho de Nazaré;1703701;Tocantins
2011;0;Brejinho de Nazaré;1703701;Tocantins
2012;0;Brejinho de Nazaré;1703701;Tocantins
2013;0;Brejinho de Nazaré;1703701;Tocantins
2014;0;Brejinho de Nazaré;1703701;Tocantins
2015;0;Brejinho de Nazaré;1703701;Tocantins
2016;0;Brejinho de Nazaré;1703701;Tocantins
2017;0;Brejinho de Nazaré;1703701;Tocantins
2018;0;Brejinho de Nazaré;1703701;Tocantins
2019;0;Brejinho de Nazaré;1703701;Tocantins
2020;0;Brejinho de Nazaré;1703701;Tocantins
2021;0;Brejinho de Nazaré;1703701;Tocantins
2022;0;Brejinho de Nazaré;1703701;Tocantins
2023;0;Brejinho de Nazaré;1703701;Tocantins
2007;213,0326899568397;Buriti do Tocantins;1703800;Tocantins
2008;0,07753455696531442;Buriti do Tocantins;1703800;Tocantins
2009;0;Buriti do Tocantins;1703800;Tocantins
2010;0;Buriti do Tocantins;1703800;Tocantins
2011;0;Buriti do Tocantins;1703800;Tocantins
2012;0;Buriti do Tocantins;1703800;Tocantins
2013;0;Buriti do Tocantins;1703800;Tocantins
2014;0,15521368121025858;Buriti do Tocantins;1703800;Tocantins
2015;0;Buriti do Tocantins;1703800;Tocantins
2016;0;Buriti do Tocantins;1703800;Tocantins
2017;0;Buriti do Tocantins;1703800;Tocantins
2018;0;Buriti do Tocantins;1703800;Tocantins
2019;0;Buriti do Tocantins;1703800;Tocantins
2020;0,13347467192940432;Buriti do Tocantins;1703800;Tocantins
2021;0;Buriti do Tocantins;1703800;Tocantins
2022;0;Buriti do Tocantins;1703800;Tocantins
2023;0;Buriti do Tocantins;1703800;Tocantins
2007;105,03661918593473;Cachoeirinha;1703826;Tocantins
2008;0,5051852024749834;Cachoeirinha;1703826;Tocantins
2009;0,14568696732250472;Cachoeirinha;1703826;Tocantins
2010;0;Cachoeirinha;1703826;Tocantins
2011;0,14691468807381677;Cachoeirinha;1703826;Tocantins
2012;0,7185329550285023;Cachoeirinha;1703826;Tocantins
2013;0;Cachoeirinha;1703826;Tocantins
2014;0,3720180577730401;Cachoeirinha;1703826;Tocantins
2015;0,49264163096226965;Cachoeirinha;1703826;Tocantins
2016;0,316387989905381;Cachoeirinha;1703826;Tocantins
2017;0;Cachoeirinha;1703826;Tocantins
2018;0;Cachoeirinha;1703826;Tocantins
2019;0,13216216335291825;Cachoeirinha;1703826;Tocantins
2020;0,29817002658816866;Cachoeirinha;1703826;Tocantins
2021;0,010458179436075297;Cachoeirinha;1703826;Tocantins
2022;0;Cachoeirinha;1703826;Tocantins
2023;0,24460325220305587;Cachoeirinha;1703826;Tocantins
2007;0,11826323831747645;Campos Lindos;1703842;Tocantins
2008;0;Campos Lindos;1703842;Tocantins
2009;0;Campos Lindos;1703842;Tocantins
2010;0;Campos Lindos;1703842;Tocantins
2011;0;Campos Lindos;1703842;Tocantins
2012;0;Campos Lindos;1703842;Tocantins
2013;0;Campos Lindos;1703842;Tocantins
2014;0;Campos Lindos;1703842;Tocantins
2015;0;Campos Lindos;1703842;Tocantins
2016;0;Campos Lindos;1703842;Tocantins
2017;0;Campos Lindos;1703842;Tocantins
2018;0;Campos Lindos;1703842;Tocantins
2019;0;Campos Lindos;1703842;Tocantins
2020;0;Campos Lindos;1703842;Tocantins
2021;0;Campos Lindos;1703842;Tocantins
2022;0;Campos Lindos;1703842;Tocantins
2023;0;Campos Lindos;1703842;Tocantins
2007;0;Cariri do Tocantins;1703867;Tocantins
2008;0;Cariri do Tocantins;1703867;Tocantins
2009;0;Cariri do Tocantins;1703867;Tocantins
2010;0;Cariri do Tocantins;1703867;Tocantins
2011;0;Cariri do Tocantins;1703867;Tocantins
2012;0;Cariri do Tocantins;1703867;Tocantins
2013;0;Cariri do Tocantins;1703867;Tocantins
2014;0;Cariri do Tocantins;1703867;Tocantins
2015;0;Cariri do Tocantins;1703867;Tocantins
2016;0;Cariri do Tocantins;1703867;Tocantins
2017;0;Cariri do Tocantins;1703867;Tocantins
2018;0;Cariri do Tocantins;1703867;Tocantins
2019;0;Cariri do Tocantins;1703867;Tocantins
2020;0;Cariri do Tocantins;1703867;Tocantins
2021;0;Cariri do Tocantins;1703867;Tocantins
2022;0;Cariri do Tocantins;1703867;Tocantins
2023;0;Cariri do Tocantins;1703867;Tocantins
2007;305,81486039209443;Carmolândia;1703883;Tocantins
2008;0,08246430069601218;Carmolândia;1703883;Tocantins
2009;0;Carmolândia;1703883;Tocantins
2010;0;Carmolândia;1703883;Tocantins
2011;0,4844609565630159;Carmolândia;1703883;Tocantins
2012;0;Carmolândia;1703883;Tocantins
2013;0;Carmolândia;1703883;Tocantins
2014;0,07161217997422113;Carmolândia;1703883;Tocantins
2015;0,19745155707784737;Carmolândia;1703883;Tocantins
2016;0;Carmolândia;1703883;Tocantins
2017;0;Carmolândia;1703883;Tocantins
2018;0;Carmolândia;1703883;Tocantins
2019;0,128461236528352;Carmolândia;1703883;Tocantins
2020;0;Carmolândia;1703883;Tocantins
2021;0,2340156763007673;Carmolândia;1703883;Tocantins
2022;0,30478260032553234;Carmolândia;1703883;Tocantins
2023;0;Carmolândia;1703883;Tocantins
2007;132,0082183720036;Carrasco Bonito;1703891;Tocantins
2008;0,3183507708899428;Carrasco Bonito;1703891;Tocantins
2009;0;Carrasco Bonito;1703891;Tocantins
2010;0;Carrasco Bonito;1703891;Tocantins
2011;0;Carrasco Bonito;1703891;Tocantins
2012;0;Carrasco Bonito;1703891;Tocantins
2013;0;Carrasco Bonito;1703891;Tocantins
2014;0;Carrasco Bonito;1703891;Tocantins
2015;0;Carrasco Bonito;1703891;Tocantins
2016;0;Carrasco Bonito;1703891;Tocantins
2017;0;Carrasco Bonito;1703891;Tocantins
2018;0;Carrasco Bonito;1703891;Tocantins
2019;0;Carrasco Bonito;1703891;Tocantins
2020;0,00008395456721499927;Carrasco Bonito;1703891;Tocantins
2021;0;Carrasco Bonito;1703891;Tocantins
2022;0,10160335079049174;Carrasco Bonito;1703891;Tocantins
2023;0;Carrasco Bonito;1703891;Tocantins
2007;261,26419944722863;Caseara;1703909;Tocantins
2008;2,6055452632150424;Caseara;1703909;Tocantins
2009;4,562740618563248;Caseara;1703909;Tocantins
2010;0,5349661968567202;Caseara;1703909;Tocantins
2011;0,39224500490061;Caseara;1703909;Tocantins
2012;0,7185051285489633;Caseara;1703909;Tocantins
2013;29,33401389886206;Caseara;1703909;Tocantins
2014;5,329438750656998;Caseara;1703909;Tocantins
2015;3,5250333222011196;Caseara;1703909;Tocantins
2016;0,13198782752556865;Caseara;1703909;Tocantins
2017;0,1569759821350062;Caseara;1703909;Tocantins
2018;0,18980024855638533;Caseara;1703909;Tocantins
2019;0,31852548556646265;Caseara;1703909;Tocantins
2020;0,3742020691449256;Caseara;1703909;Tocantins
2021;0;Caseara;1703909;Tocantins
2022;0,24887509401244234;Caseara;1703909;Tocantins
2023;0,12617514990855144;Caseara;1703909;Tocantins
2007;0;Centenário;1704105;Tocantins
2008;0;Centenário;1704105;Tocantins
2009;0;Centenário;1704105;Tocantins
2010;0;Centenário;1704105;Tocantins
2011;0;Centenário;1704105;Tocantins
2012;0;Centenário;1704105;Tocantins
2013;0;Centenário;1704105;Tocantins
2014;0;Centenário;1704105;Tocantins
2015;0;Centenário;1704105;Tocantins
2016;0;Centenário;1704105;Tocantins
2017;0;Centenário;1704105;Tocantins
2018;0;Centenário;1704105;Tocantins
2019;0;Centenário;1704105;Tocantins
2020;0;Centenário;1704105;Tocantins
2021;0;Centenário;1704105;Tocantins
2022;0;Centenário;1704105;Tocantins
2023;0;Centenário;1704105;Tocantins
2007;0;Chapada da Natividade;1705102;Tocantins
2008;0;Chapada da Natividade;1705102;Tocantins
2009;0;Chapada da Natividade;1705102;Tocantins
2010;0;Chapada da Natividade;1705102;Tocantins
2011;0;Chapada da Natividade;1705102;Tocantins
2012;0;Chapada da Natividade;1705102;Tocantins
2013;0;Chapada da Natividade;1705102;Tocantins
2014;0;Chapada da Natividade;1705102;Tocantins
2015;0;Chapada da Natividade;1705102;Tocantins
2016;0;Chapada da Natividade;1705102;Tocantins
2017;0;Chapada da Natividade;1705102;Tocantins
2018;0;Chapada da Natividade;1705102;Tocantins
2019;0;Chapada da Natividade;1705102;Tocantins
2020;0;Chapada da Natividade;1705102;Tocantins
2021;0;Chapada da Natividade;1705102;Tocantins
2022;0;Chapada da Natividade;1705102;Tocantins
2023;0;Chapada da Natividade;1705102;Tocantins
2007;1,564004170304894;Chapada de Areia;1704600;Tocantins
2008;0;Chapada de Areia;1704600;Tocantins
2009;0;Chapada de Areia;1704600;Tocantins
2010;0;Chapada de Areia;1704600;Tocantins
2011;0;Chapada de Areia;1704600;Tocantins
2012;0;Chapada de Areia;1704600;Tocantins
2013;0;Chapada de Areia;1704600;Tocantins
2014;0;Chapada de Areia;1704600;Tocantins
2015;0;Chapada de Areia;1704600;Tocantins
2016;0,1665627109506294;Chapada de Areia;1704600;Tocantins
2017;0,08540509668938188;Chapada de Areia;1704600;Tocantins
2018;0,000789116775482893;Chapada de Areia;1704600;Tocantins
2019;0;Chapada de Areia;1704600;Tocantins
2020;0,1880680367971694;Chapada de Areia;1704600;Tocantins
2021;0;Chapada de Areia;1704600;Tocantins
2022;0;Chapada de Areia;1704600;Tocantins
2023;0;Chapada de Areia;1704600;Tocantins
2007;655,4162415628386;Colinas do Tocantins;1705508;Tocantins
2008;0,28158983772904783;Colinas do Tocantins;1705508;Tocantins
2009;0;Colinas do Tocantins;1705508;Tocantins
2010;0;Colinas do Tocantins;1705508;Tocantins
2011;0,16145551618372037;Colinas do Tocantins;1705508;Tocantins
2012;0;Colinas do Tocantins;1705508;Tocantins
2013;0;Colinas do Tocantins;1705508;Tocantins
2014;0;Colinas do Tocantins;1705508;Tocantins
2015;0;Colinas do Tocantins;1705508;Tocantins
2016;0;Colinas do Tocantins;1705508;Tocantins
2017;0;Colinas do Tocantins;1705508;Tocantins
2018;0;Colinas do Tocantins;1705508;Tocantins
2019;0;Colinas do Tocantins;1705508;Tocantins
2020;0;Colinas do Tocantins;1705508;Tocantins
2021;0;Colinas do Tocantins;1705508;Tocantins
2022;0;Colinas do Tocantins;1705508;Tocantins
2023;0;Colinas do Tocantins;1705508;Tocantins
2007;759,228103056453;Colméia;1716703;Tocantins
2008;0,5754973540924193;Colméia;1716703;Tocantins
